mouse,date,session_dir,xcorr_peak,sync_pass,n_trials,trials_pass,p_right,balance_pass,zscore_std,signal_range_pass,missing_frac,missing_pass,QC_PASS,error,manual_include
SM2R,081324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081324/SM2R,0.998224713347942,True,493,True,0.3448275862068966,True,1.012498866094018,True,0.0,True,True,,True
SM2R,081524,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081524/SM2R,0.9955975361589486,True,575,True,0.577391304347826,True,1.0170453155469963,True,0.0,True,True,,True
SM1B,082124,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082124/SM1B,0.9993329806747736,True,428,True,0.397196261682243,True,0.9996103387700053,True,0.0,True,True,,True
SM1B,082324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082324/SM1B,0.9994773354417366,True,432,True,0.3449074074074074,True,1.0128517444871736,True,0.0,True,True,,True
SM1L,081924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081924/SM1L,0.998657958838297,True,566,True,0.5671378091872792,True,1.004397943998762,True,0.0,True,True,,True
SM1L,082324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082324/SM1L,0.9982112962549667,True,610,True,0.3721311475409836,True,1.0331730725113575,True,0.0,True,True,,True
SM1N,081624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081624/SM1N,0.9982108718655489,True,556,True,0.5233812949640287,True,1.0169011694393228,True,0.0,True,True,,True
SM1N,082024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082024/SM1N,0.9999929172704473,True,527,True,0.5559772296015181,True,1.0205513813129299,True,0.0,True,True,,True
SM2B,081624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081624/SM2B,0.997391294872526,True,488,True,0.6967213114754098,True,1.0265685999659457,True,0.0,True,True,,True
SM2B,082024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082024/SM2B,0.9992295923469463,True,392,True,0.3112244897959184,True,1.027729927345897,True,0.0,True,True,,True
SM2L,081624,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081624/SM2L,0.9999944255800184,True,466,True,0.5879828326180258,True,1.0168442760300072,True,0.0,True,True,,True
SM2L,082024,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082024/SM2L,0.9949661882559958,True,600,True,0.31833333333333336,True,1.035379675803404,True,0.0,True,True,,True
SM2N,081924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081924/SM2N,0.999242982321124,True,435,True,0.4827586206896552,True,1.0168599669415548,True,0.0,True,True,,True
SM2R,081924,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/081924/SM2R,0.9992520507157433,True,423,True,0.5484633569739953,True,1.0217089691763706,True,0.0,True,True,,True
SM2R,082324,/Volumes/Neurobio/MICROSCOPE/Kevin/3-Experiments/2-Behavior/3-nosepoke_SM/1-raw data/PV-dualphotometry/082324/SM2R,0.9998374158317356,True,391,True,0.4398976982097187,True,1.0234056461293737,True,0.0,True,True,,True
